Year,State,District,Rape Cases,Abduction Cases,Murder Cases,Total Crimes,Population,Crime Rate,Arrests,Crime Clearance Rate
2021,Karnataka,Kolkata,108,48,28,184,13673601,1.345658689,73,39.67
2022,Rajasthan,Kolkata,255,32,31,318,21753261,1.461849789,251,78.93
2022,Delhi,Hyderabad,77,145,48,270,9379961,2.878476787,231,85.56
2023,Tamil Nadu,Jaipur,284,140,24,448,23237427,1.927924292,272,60.71
2022,Tamil Nadu,Kolkata,159,98,5,262,13944496,1.878877516,166,63.36
2020,Delhi,Ahmedabad,170,50,44,264,14872626,1.775073212,109,41.29
2020,Kerala,Lucknow,96,14,14,124,4573958,2.71099997,120,96.77
2023,Delhi,Bengaluru,197,145,38,380,13165223,2.88639243,58,15.26
2023,West Bengal,Ahmedabad,190,116,6,312,7683142,4.060838652,30,9.62
2020,Bengaluru,Jaipur,237,133,10,380,2101713,18.08048958,183,48.16
2021,Maharashtra,Ahmedabad,144,13,33,190,11695166,1.624602849,117,61.58
2020,Gujarat,Kochi,101,88,29,218,2007382,10.85991605,69,31.65
2023,Delhi,Kochi,158,36,47,241,14113006,1.707644707,165,68.46
2021,Bengaluru,Kolkata,115,40,44,199,15407196,1.291604261,43,21.61
2020,Bengaluru,Hyderabad,233,141,10,384,26277611,1.461320057,90,23.44
2020,Rajasthan,New Delhi,237,38,38,313,19599105,1.5970117,173,55.27
2021,West Bengal,New Delhi,295,30,42,367,12786560,2.870201211,307,83.65
2021,Gujarat,Kolkata,165,42,20,227,5634352,4.028857267,104,45.81
2021,Kerala,Bengaluru,64,22,44,130,12281517,1.058501161,82,63.08
2022,Bengaluru,Kolkata,89,85,8,182,2390038,7.614941687,125,68.68
2022,Kerala,Ahmedabad,172,31,24,227,19244416,1.179562944,163,71.81
2020,Tamil Nadu,Hyderabad,295,12,42,349,8930076,3.908141431,257,73.64
2022,West Bengal,Hyderabad,89,112,45,246,3177937,7.740870886,95,38.62
2022,Bengaluru,Ahmedabad,167,28,12,207,20267755,1.021326733,117,56.52
2021,Maharashtra,Chennai,281,64,36,381,19397478,1.964172868,358,93.96
2021,Gujarat,Chennai,152,149,19,320,16893744,1.894192312,258,80.62
2022,Tamil Nadu,Mumbai,174,16,44,234,1340453,17.45678513,141,60.26
2022,Tamil Nadu,Ahmedabad,226,143,16,385,17299468,2.225501963,295,76.62
2020,Uttar Pradesh,Chennai,75,114,32,221,3121276,7.080437616,135,61.09
2020,Rajasthan,Ahmedabad,223,97,20,340,25166833,1.350984448,163,47.94
2020,Rajasthan,Kolkata,176,90,31,297,20402496,1.455704243,174,58.59
2021,West Bengal,Kolkata,299,43,47,389,2493712,15.5992352,270,69.41
2020,Uttar Pradesh,Kolkata,62,145,21,228,23438270,0.972768041,194,85.09
2023,Rajasthan,New Delhi,205,145,34,384,5475196,7.013447555,284,73.96
2022,Bengaluru,Mumbai,132,16,38,186,18217902,1.020973765,34,18.28
2021,Delhi,Lucknow,122,52,26,200,3853327,5.190319949,49,24.5
2020,Maharashtra,Chennai,98,80,10,188,16879244,1.113793959,113,60.11
2020,Bengaluru,Hyderabad,57,83,14,154,12636320,1.218709244,104,67.53
2020,Maharashtra,Jaipur,173,75,44,292,29956901,0.974733668,49,16.78
2020,Uttar Pradesh,Mumbai,150,138,32,320,4862725,6.58067236,107,33.44
2020,West Bengal,Kolkata,115,119,29,263,12589096,2.089109496,258,98.1
2020,Bengaluru,Lucknow,122,57,43,222,16030863,1.384828752,122,54.95
2020,West Bengal,Bengaluru,283,88,50,421,9650964,4.362258527,354,84.09
2020,Kerala,Chennai,146,95,32,273,4981911,5.479824911,229,83.88
2023,West Bengal,New Delhi,120,51,50,221,24270291,0.910578287,114,51.58
2020,Rajasthan,Lucknow,174,56,20,250,5336745,4.684503382,236,94.4
2022,Karnataka,Jaipur,285,142,48,475,6100924,7.785705903,151,31.79
2022,West Bengal,Chennai,171,53,9,233,11892134,1.959278293,107,45.92
2021,West Bengal,Lucknow,214,100,29,343,14429043,2.37715003,305,88.92
2021,Uttar Pradesh,Hyderabad,64,124,20,208,1074332,19.36086796,124,59.62
2022,Karnataka,Mumbai,236,143,14,393,11357692,3.46021005,94,23.92
2022,Uttar Pradesh,Kochi,70,16,16,102,3008188,3.390745525,81,79.41
2022,Uttar Pradesh,New Delhi,274,82,5,361,16462241,2.192897067,183,50.69
2022,Uttar Pradesh,Chennai,105,120,39,264,29333526,0.899994089,184,69.7
2020,Maharashtra,Ahmedabad,268,66,9,343,5105279,6.718535853,172,50.15
2020,Kerala,Kochi,67,81,48,196,10506315,1.865544675,44,22.45
2023,Tamil Nadu,Lucknow,150,52,23,225,16735306,1.344463017,87,38.67
2022,Karnataka,Kochi,257,84,27,368,23538195,1.563416396,249,67.66
2022,Rajasthan,Ahmedabad,57,33,5,95,14774495,0.642999981,42,44.21
2022,Bengaluru,Ahmedabad,191,132,35,358,25604644,1.398183861,181,50.56
2021,Rajasthan,Jaipur,289,131,41,461,20171435,2.285410037,432,93.71
2020,Gujarat,Ahmedabad,60,108,37,205,3652952,5.611899636,138,67.32
2023,Uttar Pradesh,Jaipur,225,109,22,356,11872142,2.998616425,143,40.17
2022,Gujarat,Kolkata,144,72,35,251,5638956,4.451178551,172,68.53
2022,Kerala,Kolkata,54,79,48,181,7877570,2.297662858,118,65.19
2023,Tamil Nadu,Bengaluru,193,59,13,265,27228658,0.973239298,101,38.11
2020,Karnataka,New Delhi,109,76,37,222,20212215,1.098345728,215,96.85
2023,Kerala,Ahmedabad,241,86,8,335,20117170,1.665244167,183,54.63
2020,Tamil Nadu,New Delhi,95,121,43,259,1079035,24.00292854,102,39.38
2022,Tamil Nadu,Hyderabad,62,47,49,158,17962912,0.879590124,123,77.85
2023,Gujarat,Ahmedabad,112,132,7,251,22443150,1.118381332,114,45.42
2023,Kerala,New Delhi,67,122,48,237,8601502,2.755332731,205,86.5
2023,Bengaluru,Mumbai,92,85,42,219,8749153,2.503099443,61,27.85
2020,Rajasthan,Hyderabad,293,30,17,340,29940275,1.135594112,293,86.18
2021,West Bengal,Lucknow,97,141,10,248,26324092,0.94210277,88,35.48
2022,Maharashtra,Ahmedabad,144,63,28,235,25148946,0.934432799,159,67.66
2021,Kerala,Ahmedabad,276,66,34,376,4947280,7.600135832,46,12.23
2022,West Bengal,Mumbai,280,142,9,431,12887239,3.344393628,282,65.43
2023,Karnataka,Hyderabad,210,32,45,287,7284376,3.939939399,49,17.07
2022,Maharashtra,Kochi,126,17,26,169,4478933,3.773220095,166,98.22
2021,West Bengal,Kochi,79,122,16,217,2532562,8.568398325,120,55.3
2023,Delhi,Chennai,77,141,38,256,3983932,6.425812489,95,37.11
2023,Karnataka,Mumbai,289,92,22,403,19340707,2.083688047,330,81.89
2020,Tamil Nadu,Ahmedabad,57,119,30,206,11264810,1.828703724,49,23.79
2020,Uttar Pradesh,Ahmedabad,116,87,27,230,26602561,0.864578414,190,82.61
2023,Delhi,Mumbai,220,83,14,317,24357989,1.301421066,171,53.94
2020,Gujarat,Kochi,175,69,29,273,8263313,3.303759642,218,79.85
2023,Rajasthan,Bengaluru,89,20,28,137,9778230,1.401071564,116,84.67
2020,Tamil Nadu,New Delhi,93,104,19,216,26819552,0.805382581,197,91.2
2022,Uttar Pradesh,Mumbai,215,21,9,245,23776542,1.030427385,132,53.88
2023,West Bengal,Chennai,53,122,47,222,17339337,1.28032577,184,82.88
2023,Karnataka,Lucknow,183,121,29,333,13981549,2.381710353,109,32.73
2023,Tamil Nadu,Bengaluru,238,138,10,386,22426378,1.721187434,41,10.62
2020,Tamil Nadu,Ahmedabad,242,13,37,292,8667209,3.369019946,79,27.05
2023,Rajasthan,Bengaluru,167,147,15,329,17280250,1.90390764,214,65.05
2020,Maharashtra,Ahmedabad,191,148,41,380,28338825,1.340916569,259,68.16
2021,Rajasthan,Ahmedabad,215,138,12,365,20551974,1.775985119,114,31.23
2021,West Bengal,Lucknow,199,80,12,291,28832902,1.009263653,95,32.65
2021,Maharashtra,Chennai,87,103,32,222,26874937,0.826048448,207,93.24
2020,Kerala,Bengaluru,82,134,24,240,24303954,0.98749364,97,40.42
2022,West Bengal,Kolkata,69,38,49,156,7155873,2.18002751,30,19.23
2020,Maharashtra,New Delhi,279,93,21,393,16370586,2.400647112,268,68.19
2023,Rajasthan,Mumbai,266,139,10,415,12326501,3.366729942,295,71.08
2023,Delhi,Hyderabad,75,30,38,143,13711060,1.042953645,58,40.56
2022,Gujarat,Kochi,201,28,25,254,2665836,9.527967962,88,34.65
2021,Karnataka,Chennai,232,128,12,372,25129613,1.480325224,211,56.72
2023,West Bengal,New Delhi,222,84,26,332,20542255,1.616180892,170,51.2
2020,Bengaluru,Hyderabad,82,55,28,165,13891234,1.187799442,36,21.82
2020,West Bengal,Kolkata,283,100,5,388,24176643,1.604854735,105,27.06
2021,Uttar Pradesh,Kolkata,192,148,17,357,10577847,3.374977914,144,40.34
2020,Rajasthan,Kochi,204,55,42,301,26514743,1.13521749,246,81.73
2020,Maharashtra,Kochi,94,50,34,178,3906136,4.55693299,106,59.55
2023,Uttar Pradesh,Kolkata,284,108,14,406,4340602,9.353541283,37,9.11
2020,Maharashtra,Kochi,63,44,17,124,18863745,0.657345612,30,24.19
2021,Tamil Nadu,Kolkata,121,30,48,199,13114064,1.517454848,187,93.97
2020,Kerala,Bengaluru,142,94,45,281,13515322,2.079121755,36,12.81
2023,Bengaluru,Jaipur,161,111,19,291,26873537,1.082849645,212,72.85
2020,Maharashtra,New Delhi,171,87,43,301,4664914,6.452423346,42,13.95
2021,Kerala,Chennai,164,102,28,294,15606438,1.883837939,211,71.77
2023,Gujarat,Bengaluru,217,59,39,315,3401398,9.260898019,120,38.1
2021,West Bengal,Jaipur,171,57,45,273,17869399,1.527751437,234,85.71
2021,Rajasthan,Ahmedabad,65,29,30,124,25817175,0.48030042,39,31.45
2022,Gujarat,Lucknow,139,150,50,339,6557406,5.169727176,266,78.47
2023,Kerala,New Delhi,264,31,5,300,3998579,7.502665322,110,36.67
2020,Karnataka,Ahmedabad,58,41,6,105,22052683,0.476132541,38,36.19
2023,West Bengal,Lucknow,111,105,44,260,27424438,0.948059537,210,80.77
2022,West Bengal,Kochi,136,128,33,297,6252795,4.749875856,274,92.26
2022,Uttar Pradesh,Chennai,254,86,28,368,13798901,2.666879051,349,94.84
2022,Bengaluru,New Delhi,58,117,23,198,14712821,1.34576503,167,84.34
2020,West Bengal,Hyderabad,253,52,43,348,2085859,16.68377393,247,70.98
2020,West Bengal,New Delhi,120,128,37,285,7814709,3.646968812,125,43.86
2021,Tamil Nadu,Chennai,248,53,10,311,8961312,3.470473966,67,21.54
2021,Rajasthan,Lucknow,104,100,42,246,25604975,0.960750792,43,17.48
2022,Tamil Nadu,Lucknow,160,133,28,321,29613191,1.083976394,216,67.29
2021,Karnataka,Lucknow,276,12,36,324,4475232,7.239848124,252,77.78
2022,Delhi,Chennai,135,31,37,203,6586104,3.082247107,98,48.28
2020,Tamil Nadu,Ahmedabad,197,76,45,318,25188816,1.262465056,158,49.69
2022,Gujarat,Mumbai,228,150,16,394,29546498,1.333491367,52,13.2
2023,West Bengal,Kolkata,295,110,38,443,23690651,1.869935951,174,39.28
2021,Delhi,Jaipur,64,44,47,155,24514556,0.632277411,54,34.84
2023,Kerala,Kochi,113,11,44,168,16568497,1.01397248,62,36.9
2020,Karnataka,Jaipur,116,59,36,211,10864999,1.942015825,47,22.27
2023,Tamil Nadu,Mumbai,178,120,6,304,25204451,1.20613617,146,48.03
2020,Kerala,Bengaluru,298,101,23,422,21067936,2.003043867,236,55.92
2022,Bengaluru,Mumbai,162,143,32,337,24507025,1.375115911,290,86.05
2020,Bengaluru,Bengaluru,247,137,48,432,24065558,1.795096544,145,33.56
2020,Tamil Nadu,Lucknow,87,120,31,238,10215083,2.329888068,54,22.69
2021,Bengaluru,Kochi,197,30,35,262,4643838,5.64188501,116,44.27
2022,Karnataka,Lucknow,118,43,13,174,9698746,1.794046364,85,48.85
2022,Uttar Pradesh,Chennai,77,135,50,262,25201377,1.039625732,171,65.27
2021,Uttar Pradesh,Bengaluru,122,102,40,264,9239234,2.857379735,74,28.03
2020,Kerala,Jaipur,296,71,37,404,3068659,13.16535985,75,18.56
2023,Gujarat,Kochi,93,129,21,243,16121193,1.507332615,131,53.91
2023,Rajasthan,Kolkata,238,51,38,327,8431430,3.878345666,128,39.14
2023,Maharashtra,Bengaluru,92,41,10,143,24879320,0.574774552,100,69.93
2021,West Bengal,Lucknow,108,26,41,175,19119069,0.915316536,43,24.57
2023,Karnataka,Bengaluru,210,127,14,351,5145138,6.821974454,89,25.36
2022,Delhi,Kochi,146,60,44,250,6823757,3.663670907,219,87.6
2022,West Bengal,Chennai,290,43,16,349,20223200,1.725740733,222,63.61
2023,Maharashtra,Ahmedabad,167,120,32,319,1125331,28.34721517,291,91.22
2020,Karnataka,Chennai,73,127,17,217,28922476,0.750281546,168,77.42
2022,Karnataka,Lucknow,145,58,44,247,12580932,1.96328857,194,78.54
2021,Bengaluru,Ahmedabad,77,54,44,175,11031332,1.586390474,134,76.57
2020,Rajasthan,Kolkata,104,26,47,177,28729610,0.616089115,82,46.33
2022,Kerala,Mumbai,163,140,43,346,22314171,1.550584156,276,79.77
2023,Uttar Pradesh,Ahmedabad,286,109,43,438,19594500,2.235321136,385,87.9
2022,Karnataka,Kochi,61,95,21,177,10647117,1.662421856,172,97.18
2023,West Bengal,Bengaluru,112,76,34,222,21564250,1.029481665,184,82.88
2021,Tamil Nadu,Chennai,293,102,19,414,19760560,2.095082326,297,71.74
2020,Bengaluru,Chennai,89,81,50,220,21415891,1.02727456,195,88.64
2021,Tamil Nadu,Kochi,183,94,38,315,1976663,15.93594862,217,68.89
2023,Delhi,Hyderabad,98,147,7,252,12453125,2.023588457,247,98.02
2023,Maharashtra,Jaipur,124,133,42,299,5860286,5.102140066,66,22.07
2022,Delhi,Ahmedabad,68,106,31,205,17617611,1.163608392,111,54.15
2022,West Bengal,Kolkata,91,113,41,245,1492432,16.41615832,30,12.24
2023,Tamil Nadu,Chennai,124,99,5,228,4495230,5.072043032,199,87.28
2021,Uttar Pradesh,Jaipur,284,91,12,387,24514768,1.578640271,373,96.38
2020,Uttar Pradesh,Chennai,177,74,22,273,19464005,1.402589036,132,48.35
2022,West Bengal,Kolkata,143,95,11,249,19281840,1.291370533,184,73.9
2023,Karnataka,Jaipur,196,99,31,326,7949105,4.101090626,256,78.53
2023,Delhi,New Delhi,236,54,16,306,28084707,1.089560949,198,64.71
2023,Karnataka,Kochi,75,26,24,125,8656760,1.443958248,87,69.6
2020,Delhi,Lucknow,167,10,11,188,15775214,1.191742946,182,96.81
2021,Delhi,Mumbai,213,32,30,275,22729227,1.209895963,38,13.82
2021,Tamil Nadu,New Delhi,138,95,29,262,6932190,3.779469403,220,83.97
2020,Rajasthan,Chennai,86,148,15,249,12308905,2.022925679,42,16.87
2020,Karnataka,Bengaluru,282,25,17,324,5157047,6.282665254,279,86.11
2021,Rajasthan,Mumbai,170,123,47,340,3662867,9.282346315,224,65.88
2023,Karnataka,Chennai,62,123,44,229,20941166,1.093539873,53,23.14
2020,Delhi,Chennai,85,108,26,219,7173710,3.052813677,76,34.7
2021,Maharashtra,Mumbai,92,91,7,190,24410698,0.778347264,116,61.05
2022,Rajasthan,Ahmedabad,169,132,25,326,14732340,2.212818873,269,82.52
2022,Gujarat,Ahmedabad,274,17,26,317,29062039,1.09076999,150,47.32
2022,Maharashtra,Kochi,242,104,23,369,14527439,2.540020991,158,42.82
2023,Tamil Nadu,Ahmedabad,260,36,32,328,14117516,2.323354902,313,95.43
2023,Gujarat,Chennai,248,14,50,312,8482234,3.678276265,78,25
2023,Maharashtra,Jaipur,276,108,27,411,13422592,3.062001736,157,38.2
2023,Gujarat,Jaipur,269,99,28,396,27046374,1.464151904,305,77.02
2023,Maharashtra,Chennai,279,111,19,409,20049238,2.039977779,123,30.07
2021,West Bengal,Chennai,285,109,11,405,3300160,12.27213226,297,73.33
2021,Karnataka,Chennai,50,118,50,218,6246907,3.489726996,127,58.26
2020,Karnataka,Chennai,182,132,13,327,17775691,1.839590933,134,40.98
2022,Karnataka,Hyderabad,157,29,28,214,18536783,1.154461376,163,76.17
2020,Karnataka,Mumbai,116,33,37,186,12302008,1.511948293,88,47.31
2021,Delhi,Mumbai,245,39,16,300,20248194,1.481613619,213,71
2023,Maharashtra,Jaipur,244,89,5,338,20546321,1.645063367,170,50.3
2022,Kerala,Kolkata,292,49,29,370,7473842,4.950599705,91,24.59
2021,West Bengal,Jaipur,166,38,25,229,9417144,2.431735142,114,49.78
2020,West Bengal,Ahmedabad,258,138,37,433,21726877,1.992923327,393,90.76
2020,Rajasthan,Bengaluru,244,38,16,298,13084084,2.277576329,244,81.88
2022,Rajasthan,New Delhi,292,138,13,443,18301393,2.420580772,31,7
2021,Tamil Nadu,Kolkata,176,142,38,356,2464598,14.44454633,138,38.76
2022,Karnataka,Mumbai,246,111,17,374,6221900,6.011025571,354,94.65
2023,Gujarat,Kolkata,264,45,28,337,3879800,8.686014743,306,90.8
2022,Delhi,Jaipur,289,52,5,346,21804374,1.586837577,256,73.99
2023,Delhi,Kochi,100,67,12,179,3970329,4.508442499,66,36.87
2022,West Bengal,Bengaluru,92,95,49,236,11812371,1.997905416,175,74.15
2022,Maharashtra,Chennai,78,25,32,135,7701831,1.752829944,67,49.63
2020,Karnataka,Bengaluru,191,99,31,321,18888721,1.69942687,287,89.41
2020,Delhi,Jaipur,128,75,10,213,8662859,2.45877256,44,20.66
2023,Delhi,Kochi,295,48,44,387,18314730,2.113053264,316,81.65
2021,Rajasthan,Bengaluru,170,114,40,324,5724388,5.659993697,258,79.63
2021,Kerala,Lucknow,297,135,16,448,28051117,1.597084351,67,14.96
2022,Gujarat,Chennai,209,27,49,285,9380376,3.038257741,158,55.44
2022,Uttar Pradesh,New Delhi,277,47,8,332,12176134,2.72664542,240,72.29
2020,West Bengal,Kolkata,156,36,41,233,1043714,22.32412328,92,39.48
2022,Uttar Pradesh,Kolkata,258,25,14,297,25452612,1.166874347,185,62.29
2022,Rajasthan,Jaipur,253,104,24,381,23741777,1.604766147,281,73.75
2020,Tamil Nadu,Hyderabad,226,61,26,313,16831118,1.859650678,63,20.13
2023,Maharashtra,Ahmedabad,229,45,17,291,12754638,2.281523004,81,27.84
2020,Karnataka,Chennai,174,42,39,255,18552436,1.374482575,152,59.61
2020,Kerala,Kochi,166,119,46,331,1018949,32.48445212,240,72.51
2020,Delhi,Chennai,104,93,10,207,5232657,3.955925259,31,14.98
2022,Karnataka,Kolkata,278,58,13,349,21204798,1.645853924,243,69.63
2022,West Bengal,Kolkata,273,124,10,407,20391872,1.995893266,253,62.16
2021,Kerala,Bengaluru,283,67,16,366,21234005,1.723650343,39,10.66
2022,Karnataka,Kolkata,278,101,5,384,17968196,2.137109368,195,50.78
2020,West Bengal,Chennai,156,132,30,318,5191748,6.125104685,170,53.46
2023,Bengaluru,Mumbai,274,110,12,396,16973599,2.333034968,343,86.62
2020,Karnataka,Kolkata,203,124,9,336,23256396,1.44476384,246,73.21
2022,Tamil Nadu,Hyderabad,242,83,40,365,29672557,1.230092843,349,95.62
2023,Uttar Pradesh,New Delhi,59,75,45,179,13919058,1.286006567,154,86.03
2021,West Bengal,Bengaluru,300,52,22,374,17726600,2.109823655,358,95.72
2022,Maharashtra,Bengaluru,131,28,30,189,8466885,2.232225901,160,84.66
2022,Bengaluru,Lucknow,247,84,21,352,21044831,1.672619752,79,22.44
2023,Maharashtra,Hyderabad,279,38,10,327,2429420,13.4600028,154,47.09
2020,Tamil Nadu,Kolkata,118,124,28,270,2212317,12.20439928,55,20.37
2022,Uttar Pradesh,Jaipur,242,142,21,405,12228040,3.312059823,343,84.69
2021,Maharashtra,Lucknow,222,48,7,277,14123304,1.961297441,136,49.1
2021,Gujarat,Ahmedabad,269,58,40,367,26641707,1.37753936,93,25.34
2020,Kerala,Hyderabad,168,129,37,334,13831406,2.414794273,278,83.23
2020,Karnataka,Hyderabad,244,84,10,338,27787864,1.216358335,244,72.19
2021,Kerala,Jaipur,109,54,40,203,23031978,0.881383266,192,94.58
2022,Karnataka,Chennai,203,51,25,279,13662162,2.042136523,259,92.83
2022,Karnataka,Ahmedabad,204,149,38,391,7526451,5.195011567,44,11.25
2020,Gujarat,Bengaluru,178,29,38,245,27818051,0.880723096,77,31.43
2021,Rajasthan,New Delhi,69,87,43,199,16900351,1.177490337,159,79.9
2020,Rajasthan,Bengaluru,75,37,45,157,21584177,0.727384695,55,35.03
2021,West Bengal,Hyderabad,246,24,22,292,29688062,0.983560328,59,20.21
2020,Karnataka,Kochi,66,114,26,206,8641289,2.383903605,114,55.34
2020,Gujarat,Kolkata,224,70,46,340,22834395,1.488981863,100,29.41
2023,West Bengal,Bengaluru,78,134,48,260,5924128,4.388831571,87,33.46
2023,West Bengal,New Delhi,233,36,47,316,14070272,2.245869874,127,40.19
2020,Delhi,Mumbai,55,87,37,179,17539248,1.020568271,166,92.74
2020,West Bengal,Jaipur,284,106,15,405,12023067,3.368524853,153,37.78
2020,Uttar Pradesh,Kolkata,295,23,43,361,27581386,1.308853732,57,15.79
2020,Kerala,Jaipur,291,143,50,484,14790009,3.272479415,114,23.55
2023,Karnataka,Ahmedabad,104,79,23,206,26523980,0.77665569,126,61.17
2022,Delhi,Mumbai,59,13,12,84,24601325,0.341445024,69,82.14
2020,Maharashtra,Hyderabad,223,24,35,282,6733994,4.187707919,168,59.57
2023,Tamil Nadu,Chennai,175,87,31,293,20980282,1.396549389,255,87.03
2021,Bengaluru,Kolkata,75,135,45,255,10474769,2.434421227,105,41.18
2020,Kerala,Kolkata,271,131,48,450,14746934,3.051481752,263,58.44
2022,Rajasthan,Kochi,129,88,24,241,5062610,4.760390392,199,82.57
2021,Gujarat,Hyderabad,287,23,31,341,25706961,1.326488961,301,88.27
2020,Gujarat,Lucknow,292,134,14,440,21320368,2.063754247,135,30.68
2021,Delhi,Lucknow,74,24,32,130,5365037,2.423096057,66,50.77
2021,Maharashtra,Chennai,178,104,35,317,4984423,6.359813363,113,35.65
2020,Uttar Pradesh,Chennai,121,65,16,202,11604889,1.740645688,104,51.49
2023,Kerala,Ahmedabad,216,118,6,340,19329920,1.758931232,314,92.35
2020,Delhi,Kochi,105,122,28,255,22528877,1.131880653,178,69.8
2022,Maharashtra,Lucknow,136,22,12,170,19914439,0.853651966,30,17.65
2021,Kerala,Mumbai,54,44,40,138,16386170,0.842173613,103,74.64
2022,Bengaluru,Hyderabad,228,11,37,276,22833836,1.208732514,108,39.13
2023,Karnataka,Mumbai,53,98,29,180,22954744,0.784151633,172,95.56
2023,West Bengal,Ahmedabad,268,53,18,339,16605201,2.041529037,326,96.17
2020,West Bengal,Chennai,229,86,9,324,28479214,1.137671847,67,20.68
2021,Bengaluru,Lucknow,65,70,43,178,19773027,0.900216239,162,91.01
2020,Gujarat,Ahmedabad,242,119,33,394,29935554,1.31616071,174,44.16
2023,Karnataka,Ahmedabad,204,122,33,359,2687234,13.35946181,265,73.82
2021,Delhi,Ahmedabad,82,120,44,246,10502923,2.342205118,155,63.01
2021,West Bengal,Lucknow,197,102,25,324,7063750,4.586798797,306,94.44
2023,Rajasthan,Bengaluru,172,124,11,307,18056575,1.700211696,66,21.5
2021,Tamil Nadu,Kochi,158,84,33,275,2234046,12.30950482,223,81.09
2021,Bengaluru,Ahmedabad,128,113,50,291,6693677,4.347386347,219,75.26
2020,Maharashtra,Jaipur,226,140,48,414,16604031,2.493370435,97,23.43
2020,Kerala,Hyderabad,246,149,24,419,16583709,2.526575931,213,50.84
2020,Rajasthan,Bengaluru,135,125,46,306,27157883,1.126744673,277,90.52
2022,Delhi,Ahmedabad,112,43,25,180,29506623,0.610032534,98,54.44
2023,Delhi,New Delhi,69,92,6,167,2165802,7.710769498,60,35.93
2020,Rajasthan,Kolkata,111,23,37,171,28706223,0.595689652,143,83.63
2023,Kerala,Kolkata,107,51,21,179,7013078,2.552374293,118,65.92
2020,Uttar Pradesh,Jaipur,175,74,48,297,7297051,4.070137375,217,73.06
2020,West Bengal,Lucknow,189,130,6,325,11018084,2.949696154,200,61.54
2021,West Bengal,New Delhi,137,146,42,325,5980541,5.434290978,100,30.77
2022,Uttar Pradesh,Mumbai,270,112,27,409,27454424,1.48974169,107,26.16
2022,Rajasthan,Kochi,291,106,47,444,26383562,1.682866021,164,36.94
2022,Tamil Nadu,Hyderabad,58,81,7,146,25782156,0.56628313,69,47.26
2022,West Bengal,Ahmedabad,280,113,11,404,29887891,1.351717992,352,87.13
2020,Delhi,Kochi,55,88,26,169,19994450,0.845234553,113,66.86
2020,Rajasthan,Jaipur,208,138,30,376,13468236,2.791753872,120,31.91
2020,West Bengal,Hyderabad,268,120,18,406,5906727,6.873518956,146,35.96
2022,Maharashtra,Bengaluru,146,78,37,261,14768230,1.767307253,239,91.57
2023,Delhi,Hyderabad,284,146,18,448,21288375,2.104434932,170,37.95
2021,Tamil Nadu,Mumbai,250,135,30,415,6010202,6.904925991,270,65.06
2021,Uttar Pradesh,Lucknow,64,44,22,130,12919907,1.006199193,43,33.08
2023,Bengaluru,Chennai,193,10,48,251,12205034,2.056528478,231,92.03
2021,Bengaluru,Kolkata,140,48,36,224,12809983,1.7486362,55,24.55
2023,Tamil Nadu,Kochi,258,66,36,360,27821341,1.293970697,40,11.11
2023,Tamil Nadu,Hyderabad,188,68,13,269,26395241,1.019123106,170,63.2
2020,Gujarat,Mumbai,91,26,46,163,17306331,0.941851858,161,98.77
2020,Delhi,Jaipur,127,116,43,286,6448087,4.435424026,248,86.71
2020,Kerala,Mumbai,151,84,37,272,13541168,2.008689354,264,97.06
2020,Tamil Nadu,Jaipur,272,105,35,412,16407258,2.511083814,58,14.08
2022,Karnataka,Mumbai,271,100,6,377,12682866,2.972514257,173,45.89
2020,Kerala,New Delhi,148,40,38,226,25229990,0.895759372,191,84.51
2021,Uttar Pradesh,Jaipur,197,99,9,305,3176602,9.601454636,129,42.3
2021,Uttar Pradesh,Mumbai,290,68,24,382,3379415,11.30373156,122,31.94
2021,Bengaluru,Bengaluru,64,111,19,194,16354982,1.186182901,164,84.54
2020,Delhi,New Delhi,182,120,32,334,18824287,1.77430359,160,47.9
2022,West Bengal,Bengaluru,252,113,49,414,18196619,2.275147927,309,74.64
2022,West Bengal,Chennai,289,148,13,450,18644826,2.413538212,222,49.33
2020,Maharashtra,Kochi,82,26,30,138,18823114,0.73314118,96,69.57
2023,Rajasthan,Lucknow,162,146,15,323,4933933,6.546501543,291,90.09
2021,West Bengal,Chennai,273,56,31,360,13801911,2.608334455,236,65.56
2020,Gujarat,Lucknow,281,39,29,349,23282811,1.498959898,81,23.21
2022,West Bengal,Ahmedabad,137,101,25,263,26748861,0.983219435,114,43.35
2023,Bengaluru,Kochi,283,97,10,390,8354050,4.668394372,95,24.36
2022,Tamil Nadu,Ahmedabad,217,32,36,285,23197907,1.228559111,169,59.3
2023,Kerala,Jaipur,76,53,6,135,12170442,1.109244841,130,96.3
2023,Rajasthan,Jaipur,188,44,21,253,15044945,1.681627949,106,41.9
2023,Karnataka,Kochi,119,100,44,263,8013010,3.282162383,74,28.14
2022,West Bengal,Mumbai,266,149,5,420,13725094,3.060088332,119,28.33
2020,West Bengal,Ahmedabad,276,26,31,333,19681107,1.691977997,72,21.62
2021,Tamil Nadu,Ahmedabad,98,149,14,261,26154062,0.997932941,83,31.8
2023,Tamil Nadu,Bengaluru,155,102,28,285,13703476,2.079764288,140,49.12
2022,Kerala,Kolkata,222,145,13,380,21404997,1.775286397,256,67.37
2020,Maharashtra,Ahmedabad,198,70,10,278,10111188,2.749429642,150,53.96
